,itemsets,counts
10823,"frozenset({'shop', 'horror'})",1
10822,"frozenset({'go', 'horror'})",1
10821,"frozenset({'horror', 'school'})",1
10820,"frozenset({'horror', 'kid'})",1
10819,"frozenset({'horror', 'watch'})",1
10818,"frozenset({'horror', 'let'})",1
10265,"frozenset({'employee', 'goal'})",1
10803,"frozenset({'berniesanders', 'job'})",1
10266,"frozenset({'include', 'goal'})",1
10267,"frozenset({'change', 'goal'})",1
10792,"frozenset({'money', 'life'})",1
10283,"frozenset({'day', 'frontline'})",1
10284,"frozenset({'one', 'frontline'})",1
10285,"frozenset({'change', 'factor'})",1
10286,"frozenset({'include', 'employee'})",1
10287,"frozenset({'include', 'factor'})",1
10288,"frozenset({'mind', 'factor'})",1
10289,"frozenset({'keep', 'employee'})",1
10290,"frozenset({'work', 'employee'})",1
10291,"frozenset({'close', 'employee'})",1
10791,"frozenset({'thing', 'money'})",1
10790,"frozenset({'money', 'week'})",1
10292,"frozenset({'positive', 'employee'})",1
10293,"frozenset({'face', 'employee'})",1
10294,"frozenset({'wear', 'employee'})",1
10295,"frozenset({'mask', 'employee'})",1
10296,"frozenset({'mind', 'employee'})",1
10297,"frozenset({'mind', 'include'})",1
10789,"frozenset({'money', 'last'})",1
10793,"frozenset({'money', 'great'})",1
10282,"frozenset({'frontline', 'kid'})",1
10794,"frozenset({'money', 'need'})",1
10798,"frozenset({'week', 'job'})",1
10801,"frozenset({'time', 'job'})",1
10268,"frozenset({'keep', 'goal'})",1
10800,"frozenset({'back', 'job'})",1
10269,"frozenset({'work', 'goal'})",1
10270,"frozenset({'life', 'kid'})",1
10271,"frozenset({'day', 'life'})",1
10799,"frozenset({'first', 'job'})",1
10273,"frozenset({'county', 'life'})",1
10274,"frozenset({'life', 'health'})",1
10795,"frozenset({'money', 'job'})",1
10275,"frozenset({'life', 'show'})",1
10276,"frozenset({'life', 'child'})",1
10797,"frozenset({'job', 'last'})",1
10277,"frozenset({'wear', 'life'})",1
10278,"frozenset({'mask', 'life'})",1
10279,"frozenset({'frontline', 'tough'})",1
10280,"frozenset({'frontline', 'since'})",1
10281,"frozenset({'life', 'frontline'})",1
9693,"frozenset({'crowd', 'contact'})",1
0,"frozenset({'news', 'thank'})",1
9691,"frozenset({'crowd', 'avoid'})",1
8457,"frozenset({'one', 'staffer'})",1
8459,"frozenset({'shit', 'realdonaldtrump'})",1
8460,"frozenset({'son', 'know'})",1
8461,"frozenset({'improvise', 'tell'})",1
8462,"frozenset({'place', 'improvise'})",1
8463,"frozenset({'pinal', 'require'})",1
8464,"frozenset({'pinal', 'life'})",1
8465,"frozenset({'county', 'pinal'})",1
8466,"frozenset({'pinal', 'health'})",1
8467,"frozenset({'look', 'glad'})",1
8468,"frozenset({'state', 'glad'})",1
8469,"frozenset({'see', 'glad'})",1
8470,"frozenset({'find', 'glad'})",1
8471,"frozenset({'great', 'glad'})",1
8473,"frozenset({'united', 'glad'})",1
8474,"frozenset({'united', 'look'})",1
8475,"frozenset({'united', 'see'})",1
8476,"frozenset({'united', 'america'})",1
8477,"frozenset({'united', 'berniesanders'})",1
8478,"frozenset({'united', 'great'})",1
8479,"frozenset({'united', 'home'})",1
8480,"frozenset({'united', 'canada'})",1
8481,"frozenset({'canada', 'glad'})",1
8482,"frozenset({'canada', 'look'})",1
8458,"frozenset({'staffer', 'thank'})",1
8456,"frozenset({'staffer', 'please'})",1
8484,"frozenset({'canada', 'see'})",1
8455,"frozenset({'staffer', 'well'})",1
8431,"frozenset({'worry', 'well'})",1
8432,"frozenset({'shit', 'today'})",1
8433,"frozenset({'shit', 'maybe'})",1
8434,"frozenset({'worry', 'one'})",1
8435,"frozenset({'worry', 'thank'})",1
8436,"frozenset({'worry', 'pull'})",1
8437,"frozenset({'worry', 'go'})",1
8438,"frozenset({'worry', 'although'})",1
8439,"frozenset({'positive', 'although'})",1
8440,"frozenset({'although', 'well'})",1
8441,"frozenset({'please', 'although'})",1
8442,"frozenset({'one', 'although'})",1
8443,"frozenset({'although', 'thank'})",1
8444,"frozenset({'wish', 'although'})",1
8445,"frozenset({'wish', 'worry'})",1
8447,"frozenset({'wish', 'well'})",1
8448,"frozenset({'wish', 'please'})",1
8449,"frozenset({'wish', 'one'})",1
8450,"frozenset({'wish', 'thank'})",1
8451,"frozenset({'wish', 'staffer'})",1
8452,"frozenset({'staffer', 'although'})",1
8453,"frozenset({'worry', 'staffer'})",1
8454,"frozenset({'staffer', 'positive'})",1
8483,"frozenset({'canada', 'state'})",1
8485,"frozenset({'canada', 'raging'})",1
8429,"frozenset({'son', 'need'})",1
8512,"frozenset({'locate', 'health'})",1
8514,"frozenset({'sun', 'pinal'})",1
8515,"frozenset({'pinal', 'registration'})",1
8516,"frozenset({'site', 'pinal'})",1
8517,"frozenset({'grande', 'pinal'})",1
8518,"frozenset({'improvise', 'close'})",1
8519,"frozenset({'state', 'raging'})",1
8520,"frozenset({'guess', 'man'})",1
8521,"frozenset({'washing', 'homeless'})",1
8522,"frozenset({'bird', 'washing'})",1
8523,"frozenset({'guess', 'washing'})",1
8524,"frozenset({'man', 'washing'})",1
8525,"frozenset({'place', 'washing'})",1
8526,"frozenset({'close', 'washing'})",1
8527,"frozenset({'washing', 'tell'})",1
8528,"frozenset({'washing', 'take'})",1
8529,"frozenset({'laundry', 'washing'})",1
8530,"frozenset({'laundry', 'bath'})",1
8531,"frozenset({'laundry', 'homeless'})",1
8532,"frozenset({'laundry', 'bird'})",1
8533,"frozenset({'laundry', 'guess'})",1
8534,"frozenset({'laundry', 'man'})",1
8535,"frozenset({'laundry', 'place'})",1
8536,"frozenset({'laundry', 'close'})",1
8513,"frozenset({'pinal', 'locate'})",1
8511,"frozenset({'county', 'locate'})",1
8486,"frozenset({'united', 'raging'})",1
8510,"frozenset({'locate', 'life'})",1
8487,"frozenset({'raging', 'glad'})",1
8488,"frozenset({'pinal', 'family'})",1
8489,"frozenset({'look', 'raging'})",1
8490,"frozenset({'pinal', 'center'})",1
8491,"frozenset({'pinal', 'casa'})",1
8492,"frozenset({'sun', 'registration'})",1
8493,"frozenset({'site', 'sun'})",1
8494,"frozenset({'sun', 'casa'})",1
8495,"frozenset({'grande', 'sun'})",1
8496,"frozenset({'sun', 'center'})",1
8497,"frozenset({'sun', 'family'})",1
8498,"frozenset({'sun', 'require'})",1
8499,"frozenset({'sun', 'life'})",1
8500,"frozenset({'sun', 'county'})",1
8501,"frozenset({'sun', 'health'})",1
8502,"frozenset({'sun', 'locate'})",1
8503,"frozenset({'locate', 'registration'})",1
8504,"frozenset({'site', 'locate'})",1
8505,"frozenset({'locate', 'casa'})",1
8506,"frozenset({'grande', 'locate'})",1
8507,"frozenset({'locate', 'center'})",1
8508,"frozenset({'family', 'locate'})",1
8509,"frozenset({'locate', 'require'})",1
8430,"frozenset({'shit', 'fight'})",1
8428,"frozenset({'son', 'school'})",1
8758,"frozenset({'dr', 'example'})",1
8340,"frozenset({'total', 'lapublichealth'})",1
8342,"frozenset({'lacounty', 'lapublichealth'})",1
8343,"frozenset({'update', 'lacounty'})",1
8344,"frozenset({'man', 'charge'})",1
8345,"frozenset({'charge', 'pull'})",1
8346,"frozenset({'kill', 'charge'})",1
8349,"frozenset({'wear', 'prevent'})",1
8350,"frozenset({'excellent', 'prevent'})",1
8351,"frozenset({'prevent', 'thank'})",1
8352,"frozenset({'correctly', 'prevent'})",1
8353,"frozenset({'correctly', 'face'})",1
8354,"frozenset({'correctly', 'cdc'})",1
8355,"frozenset({'correctly', 'help'})",1
8356,"frozenset({'correctly', 'spread'})",1
8357,"frozenset({'correctly', 'wear'})",1
8358,"frozenset({'correctly', 'cover'})",1
8359,"frozenset({'cover', 'prevent'})",1
8361,"frozenset({'cover', 'cdc'})",1
8362,"frozenset({'cover', 'help'})",1
8363,"frozenset({'spread', 'cover'})",1
8365,"frozenset({'cover', 'cloth'})",1
8366,"frozenset({'correctly', 'cloth'})",1
8367,"frozenset({'cloth', 'prevent'})",1
8369,"frozenset({'cloth', 'cdc'})",1
8341,"frozenset({'update', 'lapublichealth'})",1
8339,"frozenset({'county', 'total'})",1
8371,"frozenset({'spread', 'cloth'})",1
8338,"frozenset({'thank', 'total'})",1
8313,"frozenset({'nba', 'drewebanks'})",1
8314,"frozenset({'right', 'school'})",1
8315,"frozenset({'positive', 'ext'})",1
8316,"frozenset({'right', 'home'})",1
8317,"frozenset({'lacounty', 'total'})",1
8318,"frozenset({'need', 'ext'})",1
8319,"frozenset({'gavinnewsom', 'ext'})",1
8320,"frozenset({'gavinnewsom', 'never'})",1
8321,"frozenset({'gavinnewsom', 'positive'})",1
8322,"frozenset({'gavinnewsom', 'show'})",1
8323,"frozenset({'gavinnewsom', 'need'})",1
8324,"frozenset({'gavinnewsom', 'survival'})",1
8325,"frozenset({'ext', 'survival'})",1
8326,"frozenset({'never', 'survival'})",1
8327,"frozenset({'positive', 'survival'})",1
8328,"frozenset({'show', 'survival'})",1
8329,"frozenset({'need', 'survival'})",1
8330,"frozenset({'percentage', 'survival'})",1
8331,"frozenset({'gavinnewsom', 'percentage'})",1
8332,"frozenset({'percentage', 'ext'})",1
8333,"frozenset({'percentage', 'never'})",1
8334,"frozenset({'positive', 'percentage'})",1
8336,"frozenset({'need', 'percentage'})",1
8370,"frozenset({'help', 'cloth'})",1
8372,"frozenset({'cdc', 'prevent'})",1
8427,"frozenset({'son', 'realdonaldtrump'})",1
8402,"frozenset({'improvise', 'take'})",1
8404,"frozenset({'worry', 'please'})",1
8405,"frozenset({'shit', 'together'})",1
8406,"frozenset({'could', 'shit'})",1
8407,"frozenset({'shit', 'focus'})",1
8408,"frozenset({'maybe', 'focus'})",1
8409,"frozenset({'realdonaldtrump', 'focus'})",1
8410,"frozenset({'today', 'focus'})",1
8411,"frozenset({'dear', 'focus'})",1
8412,"frozenset({'shit', 'dear'})",1
8413,"frozenset({'dear', 'maybe'})",1
8414,"frozenset({'dear', 'realdonaldtrump'})",1
8415,"frozenset({'today', 'dear'})",1
8416,"frozenset({'instead', 'dear'})",1
8417,"frozenset({'instead', 'focus'})",1
8418,"frozenset({'instead', 'shit'})",1
8419,"frozenset({'instead', 'maybe'})",1
8420,"frozenset({'instead', 'realdonaldtrump'})",1
8421,"frozenset({'instead', 'today'})",1
8422,"frozenset({'son', 'day'})",1
8423,"frozenset({'son', 'work'})",1
8424,"frozenset({'son', 'go'})",1
8425,"frozenset({'son', 'trump'})",1
8426,"frozenset({'son', 'take'})",1
8403,"frozenset({'worry', 'positive'})",1
8401,"frozenset({'face', 'require'})",1
8373,"frozenset({'wear', 'cloth'})",1
8399,"frozenset({'spread', 'face'})",1
8374,"frozenset({'face', 'prevent'})",1
8375,"frozenset({'face', 'would'})",1
8376,"frozenset({'dallas', 'guess'})",1
8377,"frozenset({'dallas', 'say'})",1
8378,"frozenset({'dallas', 'go'})",1
8379,"frozenset({'dallas', 'infecti'})",1
8380,"frozenset({'infecti', 'guess'})",1
8381,"frozenset({'infecti', 'say'})",1
8382,"frozenset({'infecti', 'go'})",1
8383,"frozenset({'wear', 'cdc'})",1
8384,"frozenset({'help', 'cdc'})",1
8385,"frozenset({'spread', 'cdc'})",1
8386,"frozenset({'dr', 'cdc'})",1
8387,"frozenset({'drfauci', 'cdc'})",1
8388,"frozenset({'cdc', 'great'})",1
8389,"frozenset({'mask', 'cdc'})",1
8390,"frozenset({'alert', 'cdc'})",1
8391,"frozenset({'cdc', 'global'})",1
8392,"frozenset({'news', 'cdc'})",1
8393,"frozenset({'cdc', 'school'})",1
8394,"frozenset({'cdc', 'open'})",1
8395,"frozenset({'cdc', 'total'})",1
8397,"frozenset({'face', 'cdc'})",1
8537,"frozenset({'laundry', 'tell'})",1
8538,"frozenset({'laundry', 'take'})",1
8539,"frozenset({'laundry', 'improvise'})",1
8675,"frozenset({'hard', 'lack'})",1
8677,"frozenset({'content', 'lack'})",1
8678,"frozenset({'everyone', 'lack'})",1
8679,"frozenset({'high', 'lack'})",1
8680,"frozenset({'work', 'lack'})",1
8681,"frozenset({'today', 'lack'})",1
8682,"frozenset({'feel', 'game'})",1
8683,"frozenset({'live', 'feel'})",1
8684,"frozenset({'good', 'feel'})",1
8685,"frozenset({'feel', 'consider'})",1
8686,"frozenset({'small', 'feel'})",1
8687,"frozenset({'okay', 'feel'})",1
8688,"frozenset({'feel', 'business'})",1
8689,"frozenset({'mlbopeningday', 'feel'})",1
8690,"frozenset({'mlbopeningday', 'game'})",1
8691,"frozenset({'good', 'mlbopeningday'})",1
8692,"frozenset({'risk', 'wife'})",1
8693,"frozenset({'great', 'unmasked'})",1
8694,"frozenset({'drfauci', 'unmasked'})",1
8695,"frozenset({'goto', 'work'})",1
8696,"frozenset({'goto', 'day'})",1
8697,"frozenset({'goto', 'go'})",1
8698,"frozenset({'goto', 'complain'})",1
8699,"frozenset({'every', 'complain'})",1
8676,"frozenset({'video', 'lack'})",1
8674,"frozenset({'lack', 'enjoy'})",1
8701,"frozenset({'complain', 'risk'})",1
8673,"frozenset({'quality', 'lack'})",1
8650,"frozenset({'able', 'good'})",1
8651,"frozenset({'able', 'bluejays'})",1
8652,"frozenset({'flip', 'bluejays'})",1
8653,"frozenset({'mlbopeningday', 'bluejays'})",1
8654,"frozenset({'feel', 'bluejays'})",1
8655,"frozenset({'bluejays', 'game'})",1
8656,"frozenset({'live', 'bluejays'})",1
8657,"frozenset({'good', 'bluejays'})",1
8658,"frozenset({'raptor', 'bluejays'})",1
8659,"frozenset({'able', 'raptor'})",1
8660,"frozenset({'raptor', 'flip'})",1
8661,"frozenset({'raptor', 'mlbopeningday'})",1
8662,"frozenset({'mlbopeningday', 'hand'})",1
8663,"frozenset({'sorry', 'enjoy'})",1
8664,"frozenset({'mlbopeningday', 'sanitizer'})",1
8665,"frozenset({'live', 'mlbopeningday'})",1
8666,"frozenset({'sorry', 'video'})",1
8667,"frozenset({'content', 'sorry'})",1
8668,"frozenset({'sorry', 'everyone'})",1
8669,"frozenset({'sorry', 'high'})",1
8670,"frozenset({'sorry', 'work'})",1
8671,"frozenset({'today', 'sorry'})",1
8672,"frozenset({'sorry', 'lack'})",1
8700,"frozenset({'player', 'complain'})",1
8702,"frozenset({'complain', 'wife'})",1
8540,"frozenset({'improvise', 'washing'})",1
8729,"frozenset({'player', 'wife'})",1
8731,"frozenset({'player', 'work'})",1
8732,"frozenset({'player', 'day'})",1
8733,"frozenset({'player', 'go'})",1
8734,"frozenset({'player', 'forbes'})",1
8735,"frozenset({'find', 'player'})",1
8736,"frozenset({'vaccine', 'player'})",1
8737,"frozenset({'every', 'player'})",1
8738,"frozenset({'every', 'risk'})",1
8739,"frozenset({'every', 'wife'})",1
8740,"frozenset({'every', 'son'})",1
8741,"frozenset({'every', 'work'})",1
8744,"frozenset({'small', 'every'})",1
8745,"frozenset({'every', 'share'})",1
8747,"frozenset({'every', 'thank'})",1
8748,"frozenset({'goto', 'every'})",1
8749,"frozenset({'goto', 'risk'})",1
8750,"frozenset({'dr', 'unmasked'})",1
8751,"frozenset({'good', 'great'})",1
8752,"frozenset({'dr', 'socialdistancing'})",1
8753,"frozenset({'fauci', 'example'})",1
8754,"frozenset({'example', 'lead'})",1
8755,"frozenset({'socialdistancing', 'example'})",1
8756,"frozenset({'cdc', 'example'})",1
8730,"frozenset({'son', 'player'})",1
8728,"frozenset({'player', 'risk'})",1
8703,"frozenset({'son', 'complain'})",1
8727,"frozenset({'risk', 'research'})",1
8704,"frozenset({'complain', 'work'})",1
8705,"frozenset({'complain', 'day'})",1
8706,"frozenset({'complain', 'go'})",1
8707,"frozenset({'nfl', 'complain'})",1
8708,"frozenset({'nfl', 'goto'})",1
8709,"frozenset({'nfl', 'every'})",1
8710,"frozenset({'nfl', 'player'})",1
8711,"frozenset({'nfl', 'risk'})",1
8712,"frozenset({'nfl', 'wife'})",1
8713,"frozenset({'nfl', 'son'})",1
8714,"frozenset({'nfl', 'work'})",1
8715,"frozenset({'nfl', 'day'})",1
8716,"frozenset({'nfl', 'go'})",1
8717,"frozenset({'wear', 'great'})",1
8718,"frozenset({'mask', 'great'})",1
8719,"frozenset({'today', 'great'})",1
8720,"frozenset({'goto', 'son'})",1
8721,"frozenset({'home', 'great'})",1
8722,"frozenset({'goto', 'wife'})",1
8723,"frozenset({'goto', 'player'})",1
8724,"frozenset({'risk', 'work'})",1
8725,"frozenset({'day', 'risk'})",1
8726,"frozenset({'go', 'risk'})",1
8649,"frozenset({'live', 'able'})",1
8648,"frozenset({'able', 'game'})",1
8647,"frozenset({'able', 'feel'})",1
8566,"frozenset({'place', 'homeless'})",1
8568,"frozenset({'tell', 'homeless'})",1
8569,"frozenset({'take', 'homeless'})",1
8570,"frozenset({'bath', 'homeless'})",1
8571,"frozenset({'bird', 'bath'})",1
8572,"frozenset({'guess', 'bath'})",1
8573,"frozenset({'man', 'bath'})",1
8574,"frozenset({'place', 'bath'})",1
8575,"frozenset({'bath', 'tell'})",1
8576,"frozenset({'health', 'registration'})",1
8577,"frozenset({'good', 'son'})",1
8578,"frozenset({'son', 'risk'})",1
8579,"frozenset({'gop', 'video'})",1
8580,"frozenset({'video', 'tell'})",1
8582,"frozenset({'make', 'video'})",1
8583,"frozenset({'video', 'realdonaldtrump'})",1
8584,"frozenset({'hard', 'video'})",1
8585,"frozenset({'content', 'hard'})",1
8586,"frozenset({'hard', 'everyone'})",1
8587,"frozenset({'hard', 'high'})",1
8589,"frozenset({'hard', 'today'})",1
8590,"frozenset({'hard', 'enjoy'})",1
8591,"frozenset({'video', 'enjoy'})",1
8592,"frozenset({'content', 'enjoy'})",1
8567,"frozenset({'close', 'homeless'})",1
8565,"frozenset({'man', 'homeless'})",1
8646,"frozenset({'able', 'mlbopeningday'})",1
8564,"frozenset({'guess', 'homeless'})",1
8541,"frozenset({'improvise', 'bath'})",1
8542,"frozenset({'improvise', 'homeless'})",1
8543,"frozenset({'bird', 'improvise'})",1
8544,"frozenset({'guess', 'improvise'})",1
8545,"frozenset({'man', 'improvise'})",1
8546,"frozenset({'washing', 'bath'})",1
8547,"frozenset({'raging', 'see'})",1
8548,"frozenset({'bath', 'take'})",1
8549,"frozenset({'close', 'bath'})",1
8550,"frozenset({'place', 'guess'})",1
8551,"frozenset({'guess', 'close'})",1
8552,"frozenset({'guess', 'tell'})",1
8553,"frozenset({'guess', 'take'})",1
8554,"frozenset({'guess', 'say'})",1
8555,"frozenset({'guess', 'go'})",1
8556,"frozenset({'bird', 'guess'})",1
8557,"frozenset({'bird', 'man'})",1
8558,"frozenset({'bird', 'place'})",1
8559,"frozenset({'bird', 'close'})",1
8560,"frozenset({'bird', 'tell'})",1
8561,"frozenset({'bird', 'take'})",1
8562,"frozenset({'bird', 'give'})",1
8563,"frozenset({'bird', 'homeless'})",1
8593,"frozenset({'everyone', 'enjoy'})",1
8594,"frozenset({'high', 'enjoy'})",1
8595,"frozenset({'work', 'enjoy'})",1
8596,"frozenset({'today', 'enjoy'})",1
8623,"frozenset({'cre', 'definitely'})",1
8624,"frozenset({'trend', 'definitely'})",1
8625,"frozenset({'see', 'definitely'})",1
8626,"frozenset({'industrial', 'definitely'})",1
8627,"frozenset({'client', 'industrial'})",1
8628,"frozenset({'industrial', 'cre'})",1
8629,"frozenset({'industrial', 'trend'})",1
8630,"frozenset({'industrial', 'see'})",1
8631,"frozenset({'content', 'video'})",1
8632,"frozenset({'video', 'everyone'})",1
8633,"frozenset({'video', 'work'})",1
8634,"frozenset({'wear', 'unmasked'})",1
8635,"frozenset({'sorry', 'quality'})",1
8636,"frozenset({'hard', 'sorry'})",1
8637,"frozenset({'mlbopeningday', 'give'})",1
8638,"frozenset({'first', 'mlbopeningday'})",1
8639,"frozenset({'mlbopeningday', 'time'})",1
8640,"frozenset({'mlbopeningday', 'flip'})",1
8641,"frozenset({'flip', 'feel'})",1
8642,"frozenset({'flip', 'game'})",1
8643,"frozenset({'live', 'flip'})",1
8644,"frozenset({'good', 'flip'})",1
8645,"frozenset({'able', 'flip'})",1
8622,"frozenset({'client', 'definitely'})",1
8621,"frozenset({'client', 'see'})",1
8620,"frozenset({'client', 'trend'})",1
8607,"frozenset({'video', 'high'})",1
8597,"frozenset({'quality', 'enjoy'})",1
8598,"frozenset({'hard', 'quality'})",1
8599,"frozenset({'video', 'quality'})",1
8600,"frozenset({'content', 'quality'})",1
8601,"frozenset({'everyone', 'quality'})",1
8602,"frozenset({'high', 'quality'})",1
8603,"frozenset({'work', 'quality'})",1
8604,"frozenset({'note', 'video'})",1
8605,"frozenset({'today', 'quality'})",1
